label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
fake,-282.9023,76.10775,-2.8138294,6.9647956,-19.549446,-24.113482,-25.060286,-12.031346,-15.463045,-8.394239,-18.860441,3.8180735,-15.711188,2.625778,-2.958014,-11.852554,-6.649327,-6.710071,-5.5653973,-5.091484,-3.945568,-2.2878327,-3.4938943,-1.7782538,3.1103146,-2.5379884,1.7580053,-0.5826992,-1.2482972,3.5131032,0.14811094,2.3540761,0.081647426,3.7789721,-0.66783106,1.8764232,-1.6832452,3.744964,-0.5706683,2.7416291
fake,-305.91638,100.41065,-0.8181824,5.581625,-17.66982,-25.958448,-20.143177,-17.273952,-14.396879,-8.204691,-20.647299,-0.9036782,-12.761899,0.72881866,-5.0088444,-11.480108,-8.134682,-3.3045573,-5.4248676,-6.186151,-0.056066032,-2.4220772,-0.8537993,-3.042929,1.2151957,-2.9923527,2.7745574,-1.1300534,-2.9302907,2.872734,-3.2290652,-0.15912274,-2.9537635,0.9039777,-2.3526475,-0.30310416,-2.9220011,0.7955103,-2.0464249,0.87846667
fake,-273.36096,80.10493,-2.6204987,3.3240933,-20.307865,-25.25545,-24.786161,-16.370201,-13.147891,-3.8797572,-19.401937,0.75216466,-16.171974,1.3100333,-3.9402232,-13.644682,-5.0166516,-3.4298592,-3.0514665,-3.1794271,-1.7897143,-2.4444754,-5.437041,-1.0411737,-2.2097502,-4.3755627,2.6695762,-2.0474203,-1.5179099,-0.765816,-3.0964725,-0.13378793,-1.2008582,4.466156,-0.10255333,3.0249376,0.22042368,3.753993,-0.9750173,2.0486774
fake,-294.81854,75.35747,12.073065,25.272127,-18.600494,-33.499134,-22.82667,-13.444949,-18.432926,-10.289157,-25.95064,0.6674684,-13.7947,-1.9334388,-1.2367618,-10.548,-11.0511875,-1.856672,-6.3534293,-4.087938,1.7618483,-5.0145855,0.09247887,-2.4971972,-1.5036716,-5.4649386,-1.4502711,-2.2033942,-3.3513467,2.2412763,-2.1825626,2.5599945,-1.3036872,5.4823737,2.6395848,5.144492,2.061346,3.6283348,-0.36290374,2.0124688
fake,-274.81744,89.92361,-7.589502,6.2746086,-17.441263,-34.252907,-24.125376,-6.331616,-12.483266,-6.504101,-23.571667,2.4961011,-17.286617,2.2628977,-6.512942,-15.688303,-5.6303363,-6.8591905,-4.3099246,-3.150253,2.5043168,-4.353043,-4.0569253,-1.2732438,-4.0210214,-0.041691415,1.7960509,0.28143564,-1.3003199,1.0548744,-0.8436051,1.2651427,0.029729456,3.9794626,0.75751406,2.1877146,0.028620774,2.5245538,0.02435768,-0.22401571
fake,-297.21432,72.65685,14.818332,14.452042,-16.384123,-19.401957,-21.215433,-15.936836,-14.772595,-5.2731304,-19.394836,-1.577675,-14.044788,1.1362389,-5.34724,-8.67558,-8.127284,-4.3556266,-6.704051,-7.4754314,-3.110947,-4.721717,-1.7620008,-2.2532716,0.23486821,-3.8675735,-2.2812405,-3.3062806,-4.433688,-0.1310395,-1.4655465,0.6972861,-3.3898427,1.9814296,-2.669149,0.21483421,-0.9912737,4.0349317,0.20434068,3.0115528
fake,-275.0392,83.07075,-12.977957,10.774039,-15.138597,-27.268559,-19.756748,-12.383864,-14.873389,-4.2033834,-21.9482,0.66263276,-15.118656,2.536149,-4.236822,-14.221493,-4.882704,-6.275,-5.6349,-5.935839,-5.614146,-4.540311,-2.1944864,-0.933025,2.0622833,1.1536647,3.969084,2.4518497,2.145049,3.1013412,-1.1922438,-0.2188696,-2.0891156,5.5312414,0.15694532,1.4873459,-1.0064929,3.780623,-0.6074711,1.0678557
fake,-311.31656,61.033276,10.344803,9.202487,-18.18169,-23.847452,-25.607218,-14.510611,-15.363593,-5.465437,-19.031393,0.34118184,-12.000655,0.55083627,-6.2234044,-10.139854,-9.08984,-2.3424022,-4.53466,-2.8843079,1.9967208,0.12655191,2.3275666,2.6173391,1.5697081,-2.1754012,0.01720948,-2.669253,-3.7739794,1.8082331,-1.5086076,1.6973534,-3.6074078,1.9820061,-2.136876,0.20784836,-2.2271574,0.7021124,-2.5615985,2.5749066
fake,-302.574,104.2001,-3.615943,9.339687,-19.500706,-26.09774,-17.436546,-11.977021,-15.393236,-8.213287,-18.760204,-0.8000202,-15.385396,-0.7298644,-3.0326953,-10.248764,-7.816124,-6.1199207,-6.3451324,-7.2061496,-5.700508,-5.9764667,-4.102853,-1.7342033,1.1131676,-3.8119898,2.2277536,-0.6085109,-0.9992368,0.94202954,-2.1392279,-2.757252,-3.6260223,1.5214667,-1.6566336,2.9672961,1.2193278,4.0849,-0.28615257,2.027677
fake,-290.8039,72.258514,10.549281,10.880711,-15.978448,-23.488346,-23.952559,-17.114784,-14.319929,-8.709646,-22.233103,-0.6364754,-16.58195,-0.22661313,-3.7941163,-14.804129,-8.171226,-3.944604,-5.8409023,-2.3268676,0.24874346,-1.873999,-1.7492884,-2.033172,-1.7565874,-4.274971,-0.7445988,-3.0942214,-4.439327,0.82435054,-0.34548876,3.3753192,0.940969,5.106369,2.4410233,4.764274,4.1285276,5.118731,1.0250189,2.5666645
fake,-291.80826,69.20832,-4.7182765,6.8991055,-18.75838,-21.469034,-22.999151,-10.473277,-14.93374,-6.569834,-19.965652,2.823627,-16.39918,0.718607,-5.525236,-13.579991,-8.827471,-3.9716203,-2.9842424,0.73094577,3.593934,-1.9017179,-0.8412351,-1.5611597,-2.4549825,-3.0610645,1.3727663,-1.4271404,-0.5973813,3.287624,-0.8540109,-0.78764653,-6.2738395,-2.1169012,-3.4616866,0.20693275,-2.4352276,3.84024,0.19874117,4.3859034
fake,-282.56726,77.32955,5.4787164,10.696301,-18.339205,-27.249767,-21.480106,-9.600044,-16.568779,-10.331459,-19.174774,2.0958474,-17.49612,1.9376826,-2.815704,-12.267199,-4.41283,-3.9529028,-5.529114,-5.7612753,-2.5595753,-5.217414,-5.683536,-1.7994289,-1.943726,-3.743509,0.76145726,-4.4653635,-2.9193168,1.6716101,-3.376332,1.0909398,-2.0022292,4.0193057,0.9345224,3.1261485,-0.9654789,2.3209767,0.106784545,3.7626634
fake,-295.57413,86.44311,-12.279798,8.740219,-14.250678,-21.122461,-16.839413,-16.708044,-15.6746025,-1.312135,-22.291527,-1.0564588,-11.742164,0.33464316,-7.382984,-6.3459682,-9.875661,-5.2393465,-4.4666595,-8.64758,-0.8277697,-5.7582417,1.5185361,-3.990503,-0.05362686,-2.1115508,-2.062309,1.3752046,-1.8561027,3.3143845,-1.2240534,1.0182352,-3.3812983,1.928697,-0.74294436,0.1521847,-1.8383039,2.7693949,0.569213,2.5827858
